Date,Word,Count
2020-10-17,patients,1342
2020-10-17,network,1300
2020-10-17,communication,1278
2020-10-18,recognition,2817
2020-10-18,children,1935
2020-10-18,features,1703
2020-10-18,noise,1473
2020-10-18,hearing,1433
2020-10-18,patients,1342
2020-10-18,network,1300
2020-10-18,communication,1278
2020-10-19,recognition,2823
2020-10-19,children,1937
2020-10-19,features,1711
2020-10-19,noise,1475
2020-10-19,hearing,1436
2020-10-19,patients,1347
2020-10-19,network,1302
2020-10-19,speaker,1280
2020-10-20,recognition,2834
2020-10-20,children,1952
2020-10-20,features,1717
2020-10-20,noise,1496
2020-10-20,hearing,1443
2020-10-20,patients,1354
2020-10-20,network,1309
2020-10-20,speaker,1293
2020-10-21,recognition,2864
2020-10-21,children,1952
2020-10-21,features,1731
2020-10-21,noise,1505
2020-10-21,hearing,1453
2020-10-21,patients,1355
2020-10-21,network,1325
2020-10-21,speaker,1316
2020-10-22,recognition,2880
2020-10-22,children,1952
2020-10-22,features,1744
2020-10-22,noise,1510
2020-10-22,hearing,1455
2020-10-22,patients,1364
2020-10-22,speaker,1338
2020-10-22,network,1332
2020-10-23,recognition,2906
2020-10-23,children,1952
2020-10-23,features,1772
2020-10-23,noise,1524
2020-10-23,hearing,1455
2020-10-23,patients,1364
2020-10-23,network,1348
2020-10-23,speaker,1344
2020-10-24,recognition,2922
2020-10-24,children,1952
2020-10-24,features,1781
2020-10-24,noise,1525
2020-10-24,hearing,1456
2020-10-24,speaker,1367
2020-10-24,patients,1364
2020-10-24,network,1350
2020-10-25,recognition,3160
2020-10-25,children,1976
2020-10-25,features,1955
2020-10-25,noise,1622
2020-10-25,speaker,1539
2020-10-25,network,1535
2020-10-25,hearing,1465
2020-10-25,patients,1376
2020-10-26,recognition,3172
2020-10-26,children,1977
2020-10-26,features,1965
2020-10-26,noise,1635
2020-10-26,speaker,1551
2020-10-26,network,1543
2020-10-26,hearing,1473
2020-10-26,patients,1380
2020-10-27,recognition,3203
2020-10-27,children,1993
2020-10-27,features,1972
2020-10-27,noise,1642
2020-10-27,speaker,1559
2020-10-27,network,1559
2020-10-27,hearing,1480
2020-10-27,patients,1390
2020-10-28,recognition,3214
2020-10-28,children,2009
2020-10-28,features,1985
2020-10-28,noise,1644
2020-10-28,network,1573
2020-10-28,speaker,1564
2020-10-28,hearing,1484
2020-10-28,patients,1392
2020-10-29,recognition,3238
2020-10-29,children,2013
2020-10-29,features,1999
2020-10-29,noise,1646
2020-10-29,network,1578
2020-10-29,speaker,1569
2020-10-29,hearing,1484
2020-10-29,acoustic,1394
2020-10-30,recognition,3260
2020-10-30,children,2016
2020-10-30,features,2008
2020-10-30,noise,1647
2020-10-30,speaker,1587
2020-10-30,network,1586
2020-10-30,hearing,1484
2020-10-30,acoustic,1399
2020-10-31,recognition,3271
2020-10-31,children,2016
2020-10-31,features,2011
2020-10-31,noise,1653
2020-10-31,speaker,1594
2020-10-31,network,1587
2020-10-31,hearing,1490
2020-10-31,acoustic,1401
2020-11-01,recognition,3344
2020-11-01,children,2068
2020-11-01,features,2037
2020-11-01,noise,1675
2020-11-01,speaker,1640
2020-11-01,network,1607
2020-11-01,hearing,1530
2020-11-01,acoustic,1427
2020-11-02,recognition,3351
2020-11-02,children,2069
2020-11-02,features,2038
2020-11-02,noise,1682
2020-11-02,speaker,1643
2020-11-02,network,1610
2020-11-02,hearing,1530
2020-11-02,acoustic,1431
2020-11-03,recognition,3371
2020-11-03,children,2069
2020-11-03,features,2050
2020-11-03,noise,1688
2020-11-03,speaker,1658
2020-11-03,network,1622
2020-11-03,hearing,1530
2020-11-03,acoustic,1438
2020-11-04,recognition,3385
2020-11-04,children,2085
2020-11-04,features,2055
2020-11-04,noise,1693
2020-11-04,speaker,1664
2020-11-04,network,1634
2020-11-04,hearing,1533
2020-11-04,acoustic,1450
2020-11-05,recognition,3414
2020-11-05,children,2102
2020-11-05,features,2073
2020-11-05,noise,1703
2020-11-05,speaker,1666
2020-11-05,network,1643
2020-11-05,hearing,1543
2020-11-05,acoustic,1460
2020-11-06,recognition,3445
2020-11-06,children,2103
2020-11-06,features,2088
2020-11-06,noise,1710
2020-11-06,speaker,1676
2020-11-06,network,1652
2020-11-06,hearing,1550
2020-11-06,acoustic,1461
2020-11-07,recognition,3455
2020-11-07,children,2103
2020-11-07,features,2089
2020-11-07,noise,1717
2020-11-07,speaker,1678
2020-11-07,network,1654
2020-11-07,hearing,1550
2020-11-07,acoustic,1464
2020-11-08,recognition,3462
2020-11-08,children,2103
2020-11-08,features,2093
2020-11-08,noise,1719
2020-11-08,speaker,1679
2020-11-08,network,1657
2020-11-08,hearing,1550
2020-11-08,acoustic,1468
2020-11-09,recognition,3476
2020-11-09,features,2114
2020-11-09,children,2113
2020-11-09,noise,1722
2020-11-09,speaker,1693
2020-11-09,network,1664
2020-11-09,hearing,1550
2020-11-09,acoustic,1469
2020-11-10,recognition,3479
2020-11-10,features,2115
2020-11-10,children,2113
2020-11-10,noise,1728
2020-11-10,speaker,1698
2020-11-10,network,1669
2020-11-10,hearing,1556
2020-11-10,acoustic,1472
2020-11-11,recognition,3489
2020-11-11,features,2117
2020-11-11,children,2113
2020-11-11,noise,1732
2020-11-11,speaker,1699
2020-11-11,network,1682
2020-11-11,hearing,1559
2020-11-11,acoustic,1475
2020-11-12,recognition,3503
2020-11-12,features,2124
2020-11-12,children,2116
2020-11-12,noise,1733
2020-11-12,speaker,1711
2020-11-12,network,1682
2020-11-12,hearing,1561
2020-11-12,acoustic,1476
2020-11-13,recognition,3515
2020-11-13,features,2128
2020-11-13,children,2121
2020-11-13,noise,1734
2020-11-13,speaker,1713
2020-11-13,network,1685
2020-11-13,hearing,1564
2020-11-13,acoustic,1478
2020-11-14,recognition,3523
2020-11-14,features,2134
2020-11-14,children,2121
2020-11-14,noise,1734
2020-11-14,speaker,1713
2020-11-14,network,1692
2020-11-14,hearing,1565
2020-11-14,acoustic,1479
2020-11-15,recognition,3525
2020-11-15,features,2138
2020-11-15,children,2121
2020-11-15,noise,1734
2020-11-15,speaker,1715
2020-11-15,network,1693
2020-11-15,hearing,1565
2020-11-15,acoustic,1480
2020-11-16,recognition,3540
2020-11-16,features,2145
2020-11-16,children,2129
2020-11-16,noise,1742
2020-11-16,speaker,1726
2020-11-16,network,1700
2020-11-16,hearing,1577
2020-11-16,acoustic,1492
2020-11-17,recognition,3547
2020-11-17,features,2156
2020-11-17,children,2147
2020-11-17,noise,1742
2020-11-17,speaker,1742
2020-11-17,network,1707
2020-11-17,hearing,1579
2020-11-17,acoustic,1499
2020-11-18,recognition,3553
2020-11-18,features,2160
2020-11-18,children,2147
2020-11-18,speaker,1745
2020-11-18,noise,1744
2020-11-18,network,1709
2020-11-18,hearing,1579
2020-11-18,acoustic,1501
2020-11-19,recognition,3561
2020-11-19,features,2162
2020-11-19,children,2147
2020-11-19,speaker,1753
2020-11-19,noise,1746
2020-11-19,network,1711
2020-11-19,hearing,1579
2020-11-19,acoustic,1501
2020-11-20,recognition,3573
2020-11-20,features,2166
2020-11-20,children,2151
2020-11-20,speaker,1759
2020-11-20,noise,1751
2020-11-20,network,1715
2020-11-20,hearing,1583
2020-11-20,acoustic,1503
2020-11-21,recognition,3575
2020-11-21,features,2168
2020-11-21,children,2152
2020-11-21,speaker,1759
2020-11-21,noise,1752
2020-11-21,network,1716
2020-11-21,hearing,1583
2020-11-21,acoustic,1503
2020-11-22,recognition,3577
2020-11-22,features,2168
2020-11-22,children,2152
2020-11-22,speaker,1759
2020-11-22,noise,1752
2020-11-22,network,1716
2020-11-22,hearing,1585
2020-11-22,acoustic,1504
2020-11-23,recognition,3596
2020-11-23,features,2171
2020-11-23,children,2162
2020-11-23,speaker,1764
2020-11-23,noise,1752
2020-11-23,network,1723
2020-11-23,hearing,1585
2020-11-23,acoustic,1505
2020-11-24,recognition,3601
2020-11-24,features,2173
2020-11-24,children,2171
2020-11-24,speaker,1766
2020-11-24,noise,1755
2020-11-24,network,1724
2020-11-24,hearing,1585
2020-11-24,acoustic,1507
2020-11-25,recognition,3627
2020-11-25,features,2178
2020-11-25,children,2175
2020-11-25,speaker,1769
2020-11-25,noise,1758
2020-11-25,network,1725
2020-11-25,hearing,1595
2020-11-25,acoustic,1510
2020-11-26,recognition,3632
2020-11-26,features,2182
2020-11-26,children,2179
2020-11-26,speaker,1773
2020-11-26,noise,1761
2020-11-26,network,1729
2020-11-26,hearing,1596
2020-11-26,acoustic,1511
2020-11-27,recognition,3634
2020-11-27,children,2184
2020-11-27,features,2183
2020-11-27,speaker,1773
2020-11-27,noise,1761
2020-11-27,network,1729
2020-11-27,hearing,1598
2020-11-27,acoustic,1511
2020-11-28,recognition,3637
2020-11-28,children,2185
2020-11-28,features,2183
2020-11-28,speaker,1773
2020-11-28,noise,1761
2020-11-28,network,1730
2020-11-28,hearing,1599
2020-11-28,acoustic,1511
2020-11-29,recognition,3637
2020-11-29,features,2192
2020-11-29,children,2185
2020-11-29,speaker,1775
2020-11-29,noise,1761
2020-11-29,network,1731
2020-11-29,hearing,1599
2020-11-29,acoustic,1514
2020-11-30,recognition,3647
2020-11-30,features,2202
2020-11-30,children,2197
2020-11-30,speaker,1775
2020-11-30,noise,1770
2020-11-30,network,1744
2020-11-30,hearing,1611
2020-11-30,acoustic,1515
2020-12-01,recognition,3731
2020-12-01,features,2244
2020-12-01,children,2225
2020-12-01,speaker,1794
2020-12-01,noise,1788
2020-12-01,network,1765
2020-12-01,hearing,1656
2020-12-01,acoustic,1557
2020-12-02,recognition,3741
2020-12-02,features,2251
2020-12-02,children,2225
2020-12-02,speaker,1796
2020-12-02,noise,1790
2020-12-02,network,1769
2020-12-02,hearing,1659
2020-12-02,acoustic,1562
2020-12-03,recognition,3749
2020-12-03,features,2260
2020-12-03,children,2226
2020-12-03,speaker,1796
2020-12-03,noise,1794
2020-12-03,network,1777
2020-12-03,hearing,1661
2020-12-03,acoustic,1569
2020-12-04,recognition,3753
2020-12-04,features,2265
2020-12-04,children,2226
2020-12-04,speaker,1798
2020-12-04,noise,1796
2020-12-04,network,1783
2020-12-04,hearing,1669
2020-12-04,acoustic,1574
2020-12-05,recognition,3756
2020-12-05,features,2265
2020-12-05,children,2226
2020-12-05,speaker,1800
2020-12-05,noise,1796
2020-12-05,network,1783
2020-12-05,hearing,1670
2020-12-05,acoustic,1574
2020-12-06,recognition,3756
2020-12-06,features,2266
2020-12-06,children,2226
2020-12-06,speaker,1800
2020-12-06,noise,1796
2020-12-06,network,1783
2020-12-06,hearing,1670
2020-12-06,acoustic,1574
2020-12-07,recognition,3762
2020-12-07,features,2292
2020-12-07,children,2229
2020-12-07,noise,1826
2020-12-07,network,1815
2020-12-07,speaker,1814
2020-12-07,hearing,1671
2020-12-07,acoustic,1586
2020-12-08,recognition,3786
2020-12-08,features,2295
2020-12-08,children,2234
2020-12-08,noise,1826
2020-12-08,speaker,1819
2020-12-08,network,1818
2020-12-08,hearing,1676
2020-12-08,acoustic,1592
2020-12-09,recognition,3800
2020-12-09,features,2298
2020-12-09,children,2234
2020-12-09,noise,1826
2020-12-09,speaker,1824
2020-12-09,network,1819
2020-12-09,hearing,1688
2020-12-09,acoustic,1592
2020-12-10,recognition,3819
2020-12-10,features,2307
2020-12-10,children,2234
2020-12-10,noise,1831
2020-12-10,speaker,1828
2020-12-10,network,1824
2020-12-10,hearing,1688
2020-12-10,acoustic,1598
2020-12-11,recognition,3832
2020-12-11,features,2315
2020-12-11,children,2234
2020-12-11,noise,1839
2020-12-11,speaker,1838
2020-12-11,network,1827
2020-12-11,hearing,1688
2020-12-11,acoustic,1605
2020-12-12,recognition,3833
2020-12-12,features,2317
2020-12-12,children,2234
2020-12-12,speaker,1840
2020-12-12,noise,1839
2020-12-12,network,1828
2020-12-12,hearing,1688
2020-12-12,acoustic,1605
2020-12-13,recognition,3834
2020-12-13,features,2317
2020-12-13,children,2234
2020-12-13,speaker,1847
2020-12-13,noise,1839
2020-12-13,network,1829
2020-12-13,hearing,1688
2020-12-13,acoustic,1606
2020-12-14,recognition,3852
2020-12-14,features,2324
2020-12-14,children,2235
2020-12-14,speaker,1858
2020-12-14,noise,1857
2020-12-14,network,1841
2020-12-14,hearing,1701
2020-12-14,acoustic,1611
2020-12-15,recognition,3858
2020-12-15,features,2329
2020-12-15,children,2241
2020-12-15,noise,1864
2020-12-15,speaker,1859
2020-12-15,network,1845
2020-12-15,hearing,1718
2020-12-15,acoustic,1615
2020-12-16,recognition,3861
2020-12-16,features,2334
2020-12-16,children,2246
2020-12-16,noise,1864
2020-12-16,speaker,1862
2020-12-16,network,1848
2020-12-16,hearing,1722
2020-12-16,acoustic,1621
2020-12-17,recognition,3877
2020-12-17,features,2338
2020-12-17,children,2248
2020-12-17,noise,1884
2020-12-17,speaker,1875
2020-12-17,network,1852
2020-12-17,hearing,1725
2020-12-17,acoustic,1621
2020-12-18,recognition,3881
2020-12-18,features,2341
2020-12-18,children,2250
2020-12-18,noise,1884
2020-12-18,speaker,1876
2020-12-18,network,1852
2020-12-18,hearing,1725
2020-12-18,acoustic,1621
2020-12-19,recognition,3882
2020-12-19,features,2341
2020-12-19,children,2250
2020-12-19,noise,1884
2020-12-19,speaker,1876
2020-12-19,network,1854
2020-12-19,hearing,1725
2020-12-19,acoustic,1621
2020-12-20,recognition,3882
2020-12-20,features,2341
2020-12-20,children,2250
2020-12-20,noise,1886
2020-12-20,speaker,1876
2020-12-20,network,1857
2020-12-20,hearing,1725
2020-12-20,acoustic,1621
2020-12-21,recognition,3884
2020-12-21,features,2344
2020-12-21,children,2255
2020-12-21,noise,1886
2020-12-21,speaker,1876
2020-12-21,network,1859
2020-12-21,hearing,1727
2020-12-21,acoustic,1625
2020-12-22,recognition,3892
2020-12-22,features,2347
2020-12-22,children,2257
2020-12-22,noise,1888
2020-12-22,speaker,1877
2020-12-22,network,1860
2020-12-22,hearing,1729
2020-12-22,voice,1634
2020-12-23,recognition,3895
2020-12-23,features,2348
2020-12-23,children,2259
2020-12-23,noise,1891
2020-12-23,speaker,1877
2020-12-23,network,1862
2020-12-23,hearing,1730
2020-12-23,voice,1635
2020-12-24,recognition,3897
2020-12-24,features,2355
2020-12-24,children,2271
2020-12-24,noise,1894
2020-12-24,speaker,1877
2020-12-24,network,1866
2020-12-24,hearing,1730
2020-12-24,voice,1640
2020-12-25,recognition,3897
2020-12-25,features,2359
2020-12-25,children,2271
2020-12-25,noise,1894
2020-12-25,speaker,1877
2020-12-25,network,1866
2020-12-25,hearing,1730
2020-12-25,voice,1640
2020-12-26,recognition,3897
2020-12-26,features,2360
2020-12-26,children,2271
2020-12-26,noise,1894
2020-12-26,speaker,1877
2020-12-26,network,1866
2020-12-26,hearing,1730
2020-12-26,voice,1640
2020-12-27,recognition,3903
2020-12-27,features,2365
2020-12-27,children,2275
2020-12-27,noise,1894
2020-12-27,speaker,1878
2020-12-27,network,1870
2020-12-27,hearing,1730
2020-12-27,voice,1640
2020-12-28,recognition,3904
2020-12-28,features,2367
2020-12-28,children,2276
2020-12-28,noise,1894
2020-12-28,speaker,1879
2020-12-28,network,1870
2020-12-28,hearing,1730
2020-12-28,voice,1643
2020-12-29,recognition,3914
2020-12-29,features,2379
2020-12-29,children,2291
2020-12-29,noise,1902
2020-12-29,speaker,1879
2020-12-29,network,1871
2020-12-29,hearing,1744
2020-12-29,voice,1648
2020-12-30,recognition,3914
2020-12-30,features,2382
2020-12-30,children,2297
2020-12-30,noise,1903
2020-12-30,speaker,1879
2020-12-30,network,1876
2020-12-30,hearing,1748
2020-12-30,voice,1651
2020-12-31,recognition,3928
2020-12-31,features,2389
2020-12-31,children,2302
2020-12-31,noise,1903
2020-12-31,speaker,1884
2020-12-31,network,1882
2020-12-31,hearing,1752
2020-12-31,voice,1664
2021-01-01,recognition,3977
2021-01-01,features,2406
2021-01-01,children,2349
2021-01-01,noise,1938
2021-01-01,network,1895
2021-01-01,speaker,1891
2021-01-01,hearing,1828
2021-01-01,voice,1690
2021-01-02,recognition,3980
2021-01-02,features,2410
2021-01-02,children,2356
2021-01-02,noise,1940
2021-01-02,network,1895
2021-01-02,speaker,1891
2021-01-02,hearing,1829
2021-01-02,voice,1691
2021-01-03,recognition,3980
2021-01-03,features,2410
2021-01-03,children,2356
2021-01-03,noise,1940
2021-01-03,network,1895
2021-01-03,speaker,1892
2021-01-03,hearing,1829
2021-01-03,voice,1691
2021-01-04,recognition,3989
2021-01-04,features,2410
2021-01-04,children,2364
2021-01-04,noise,1943
2021-01-04,network,1896
2021-01-04,speaker,1892
2021-01-04,hearing,1829
2021-01-04,patients,1698
2021-01-05,recognition,3990
2021-01-05,features,2416
2021-01-05,children,2365
2021-01-05,noise,1943
2021-01-05,network,1896
2021-01-05,speaker,1892
2021-01-05,hearing,1837
2021-01-05,patients,1699
2021-01-06,recognition,3995
2021-01-06,features,2418
2021-01-06,children,2372
2021-01-06,noise,1950
2021-01-06,network,1896
2021-01-06,speaker,1895
2021-01-06,hearing,1850
2021-01-06,patients,1702
2021-01-07,recognition,4022
2021-01-07,features,2421
2021-01-07,children,2372
2021-01-07,noise,1955
2021-01-07,network,1899
2021-01-07,speaker,1897
2021-01-07,hearing,1856
2021-01-07,patients,1719
2021-01-08,recognition,4022
2021-01-08,features,2421
2021-01-08,children,2372
2021-01-08,noise,1956
2021-01-08,network,1900
2021-01-08,speaker,1899
2021-01-08,hearing,1858
2021-01-08,patients,1722
2021-01-09,recognition,4023
2021-01-09,features,2421
2021-01-09,children,2372
2021-01-09,noise,1956
2021-01-09,network,1900
2021-01-09,speaker,1899
2021-01-09,hearing,1858
2021-01-09,patients,1722
2021-01-10,recognition,4037
2021-01-10,features,2431
2021-01-10,children,2378
2021-01-10,noise,1958
2021-01-10,network,1916
2021-01-10,speaker,1903
2021-01-10,hearing,1860
2021-01-10,patients,1724
2021-01-11,recognition,4037
2021-01-11,features,2434
2021-01-11,children,2382
2021-01-11,noise,1958
2021-01-11,network,1917
2021-01-11,speaker,1905
2021-01-11,hearing,1861
2021-01-11,patients,1731
2021-01-12,recognition,4049
2021-01-12,features,2436
2021-01-12,children,2382
2021-01-12,noise,1961
2021-01-12,network,1922
2021-01-12,speaker,1906
2021-01-12,hearing,1871
2021-01-12,patients,1738
2021-01-13,recognition,4053
2021-01-13,features,2442
2021-01-13,children,2385
2021-01-13,noise,1961
2021-01-13,network,1930
2021-01-13,speaker,1908
2021-01-13,hearing,1876
2021-01-13,patients,1739
2021-01-14,recognition,4056
2021-01-14,features,2444
2021-01-14,children,2390
2021-01-14,noise,1961
2021-01-14,network,1931
2021-01-14,speaker,1916
2021-01-14,hearing,1876
2021-01-14,patients,1741
2021-01-15,recognition,4058
2021-01-15,features,2458
2021-01-15,children,2399
2021-01-15,noise,1963
2021-01-15,network,1940
2021-01-15,speaker,1922
2021-01-15,hearing,1878
2021-01-15,patients,1744
2021-01-16,recognition,4062
2021-01-16,features,2460
2021-01-16,children,2399
2021-01-16,noise,1963
2021-01-16,network,1941
2021-01-16,speaker,1923
2021-01-16,hearing,1878
2021-01-16,patients,1748
2021-01-17,recognition,4064
2021-01-17,features,2461
2021-01-17,children,2407
2021-01-17,noise,1965
2021-01-17,network,1941
2021-01-17,speaker,1923
2021-01-17,hearing,1885
2021-01-17,patients,1749
2021-01-18,recognition,4066
2021-01-18,features,2467
2021-01-18,children,2407
2021-01-18,noise,1970
2021-01-18,network,1942
2021-01-18,speaker,1927
2021-01-18,hearing,1885
2021-01-18,patients,1749
2021-01-19,recognition,4115
2021-01-19,features,2504
2021-01-19,children,2426
2021-01-19,noise,1978
2021-01-19,network,1970
2021-01-19,speaker,1947
2021-01-19,hearing,1906
2021-01-19,patients,1750
2021-01-20,recognition,4126
2021-01-20,features,2509
2021-01-20,children,2427
2021-01-20,noise,1979
2021-01-20,network,1973
2021-01-20,speaker,1949
2021-01-20,hearing,1906
2021-01-20,patients,1759
2021-01-21,recognition,4134
2021-01-21,features,2516
2021-01-21,children,2432
2021-01-21,noise,1994
2021-01-21,network,1975
2021-01-21,speaker,1954
2021-01-21,hearing,1922
2021-01-21,patients,1779
2021-01-22,recognition,4145
2021-01-22,features,2516
2021-01-22,children,2436
2021-01-22,noise,1998
2021-01-22,network,1981
2021-01-22,speaker,1964
2021-01-22,hearing,1925
2021-01-22,patients,1782
2021-01-23,recognition,4145
2021-01-23,features,2517
2021-01-23,children,2436
2021-01-23,noise,1999
2021-01-23,network,1983
2021-01-23,speaker,1964
2021-01-23,hearing,1925
2021-01-23,patients,1788
2021-01-24,recognition,4172
2021-01-24,features,2543
2021-01-24,children,2437
2021-01-24,speaker,2021
2021-01-24,noise,2012
2021-01-24,network,2003
2021-01-24,hearing,1927
2021-01-24,patients,1789
2021-01-25,recognition,4176
2021-01-25,features,2546
2021-01-25,children,2440
2021-01-25,speaker,2025
2021-01-25,noise,2012
2021-01-25,network,2008
2021-01-25,hearing,1930
2021-01-25,patients,1792
2021-01-26,recognition,4182
2021-01-26,features,2550
2021-01-26,children,2447
2021-01-26,speaker,2028
2021-01-26,noise,2012
2021-01-26,network,2008
2021-01-26,hearing,1930
2021-01-26,patients,1793
2021-01-27,recognition,4187
2021-01-27,features,2555
2021-01-27,children,2455
2021-01-27,speaker,2030
2021-01-27,noise,2021
2021-01-27,network,2009
2021-01-27,hearing,1941
2021-01-27,patients,1796
2021-01-28,recognition,4193
2021-01-28,features,2561
2021-01-28,children,2462
2021-01-28,speaker,2035
2021-01-28,noise,2024
2021-01-28,network,2013
2021-01-28,hearing,1941
2021-01-28,patients,1802
2021-01-29,recognition,4209
2021-01-29,features,2569
2021-01-29,children,2465
2021-01-29,speaker,2035
2021-01-29,noise,2026
2021-01-29,network,2016
2021-01-29,hearing,1941
2021-01-29,patients,1804
2021-01-30,recognition,4218
2021-01-30,features,2569
2021-01-30,children,2471
2021-01-30,speaker,2040
2021-01-30,network,2027
2021-01-30,noise,2026
2021-01-30,hearing,1941
2021-01-30,patients,1804
2021-01-31,recognition,4219
2021-01-31,features,2579
2021-01-31,children,2471
2021-01-31,speaker,2041
2021-01-31,network,2028
2021-01-31,noise,2026
2021-01-31,hearing,1941
2021-01-31,patients,1807
2021-02-01,recognition,4276
2021-02-01,features,2603
2021-02-01,children,2490
2021-02-01,speaker,2060
2021-02-01,network,2047
2021-02-01,noise,2045
2021-02-01,hearing,1954
2021-02-01,patients,1833
2021-02-02,recognition,4289
2021-02-02,features,2603
2021-02-02,children,2520
2021-02-02,speaker,2060
2021-02-02,noise,2049
2021-02-02,network,2048
2021-02-02,hearing,1971
2021-02-02,patients,1841
2021-02-03,recognition,4296
2021-02-03,features,2608
2021-02-03,children,2520
2021-02-03,speaker,2066
2021-02-03,network,2054
2021-02-03,noise,2049
2021-02-03,hearing,1976
2021-02-03,patients,1848
2021-02-04,recognition,4300
2021-02-04,features,2609
2021-02-04,children,2523
2021-02-04,speaker,2066
2021-02-04,network,2056
2021-02-04,noise,2053
2021-02-04,hearing,1988
2021-02-04,patients,1858
2021-02-05,recognition,4313
2021-02-05,features,2615
2021-02-05,children,2523
2021-02-05,speaker,2067
2021-02-05,network,2064
2021-02-05,noise,2053
2021-02-05,hearing,1989
2021-02-05,patients,1872
2021-02-06,recognition,4314
2021-02-06,features,2615
2021-02-06,children,2528
2021-02-06,speaker,2067
2021-02-06,network,2064
2021-02-06,noise,2053
2021-02-06,hearing,1996
2021-02-06,patients,1873
2021-02-07,recognition,4324
2021-02-07,features,2617
2021-02-07,children,2528
2021-02-07,speaker,2082
2021-02-07,network,2066
2021-02-07,noise,2054
2021-02-07,hearing,1996
2021-02-07,patients,1875
2021-02-08,recognition,4330
2021-02-08,features,2625
2021-02-08,children,2532
2021-02-08,speaker,2087
2021-02-08,network,2072
2021-02-08,noise,2059
2021-02-08,hearing,1999
2021-02-08,patients,1884
2021-02-09,recognition,4333
2021-02-09,features,2632
2021-02-09,children,2532
2021-02-09,speaker,2090
2021-02-09,network,2078
2021-02-09,noise,2060
2021-02-09,hearing,2000
2021-02-09,patients,1888
2021-02-10,recognition,4334
2021-02-10,features,2634
2021-02-10,children,2532
2021-02-10,speaker,2093
2021-02-10,network,2080
2021-02-10,noise,2061
2021-02-10,hearing,2001
2021-02-10,patients,1888
2021-02-11,recognition,4336
2021-02-11,features,2634
2021-02-11,children,2533
2021-02-11,speaker,2096
2021-02-11,network,2084
2021-02-11,noise,2067
2021-02-11,hearing,2003
2021-02-11,patients,1890
2021-02-12,recognition,4347
2021-02-12,features,2639
2021-02-12,children,2537
2021-02-12,speaker,2107
2021-02-12,network,2088
2021-02-12,noise,2069
2021-02-12,hearing,2003
2021-02-12,patients,1907
2021-02-13,recognition,4352
2021-02-13,features,2640
2021-02-13,children,2537
2021-02-13,speaker,2110
2021-02-13,network,2100
2021-02-13,noise,2069
2021-02-13,hearing,2004
2021-02-13,patients,1907
2021-02-14,recognition,4356
2021-02-14,features,2641
2021-02-14,children,2537
2021-02-14,speaker,2111
2021-02-14,network,2100
2021-02-14,noise,2069
2021-02-14,hearing,2005
2021-02-14,patients,1909
2021-02-15,recognition,4385
2021-02-15,features,2650
2021-02-15,children,2540
2021-02-15,speaker,2112
2021-02-15,network,2105
2021-02-15,noise,2074
2021-02-15,hearing,2012
2021-02-15,patients,1916
2021-02-16,recognition,4387
2021-02-16,features,2653
2021-02-16,children,2545
2021-02-16,speaker,2114
2021-02-16,network,2108
2021-02-16,noise,2074
2021-02-16,hearing,2017
2021-02-16,patients,1917
2021-02-17,recognition,4400
2021-02-17,features,2653
2021-02-17,children,2547
2021-02-17,speaker,2115
2021-02-17,network,2112
2021-02-17,noise,2078
2021-02-17,hearing,2031
2021-02-17,patients,1920
2021-02-18,recognition,4408
2021-02-18,features,2656
2021-02-18,children,2572
2021-02-18,speaker,2115
2021-02-18,network,2113
2021-02-18,noise,2083
2021-02-18,hearing,2035
2021-02-18,patients,1934
2021-02-19,recognition,4420
2021-02-19,features,2667
2021-02-19,children,2577
2021-02-19,speaker,2126
2021-02-19,network,2120
2021-02-19,noise,2088
2021-02-19,hearing,2040
2021-02-19,patients,1942
2021-02-20,recognition,4427
2021-02-20,features,2669
2021-02-20,children,2577
2021-02-20,speaker,2126
2021-02-20,network,2120
2021-02-20,noise,2089
2021-02-20,hearing,2040
2021-02-20,patients,1945
2021-02-21,recognition,4429
2021-02-21,features,2674
2021-02-21,children,2578
2021-02-21,speaker,2126
2021-02-21,network,2122
2021-02-21,noise,2089
2021-02-21,hearing,2040
2021-02-21,patients,1948
2021-02-22,recognition,4433
2021-02-22,features,2677
2021-02-22,children,2578
2021-02-22,speaker,2127
2021-02-22,network,2124
2021-02-22,noise,2095
2021-02-22,hearing,2051
2021-02-22,patients,1962
2021-02-23,recognition,4451
2021-02-23,features,2683
2021-02-23,children,2582
2021-02-23,speaker,2133
2021-02-23,network,2129
2021-02-23,noise,2096
2021-02-23,hearing,2055
2021-02-23,patients,1967
2021-02-24,recognition,4458
2021-02-24,features,2686
2021-02-24,children,2584
2021-02-24,network,2138
2021-02-24,speaker,2133
2021-02-24,noise,2102
2021-02-24,hearing,2056
2021-02-24,patients,1975
2021-02-25,recognition,4471
2021-02-25,features,2702
2021-02-25,children,2598
2021-02-25,network,2143
2021-02-25,speaker,2136
2021-02-25,noise,2131
2021-02-25,hearing,2063
2021-02-25,patients,1984
2021-02-26,recognition,4477
2021-02-26,features,2708
2021-02-26,children,2604
2021-02-26,network,2145
2021-02-26,speaker,2137
2021-02-26,noise,2132
2021-02-26,hearing,2063
2021-02-26,patients,1984
2021-02-27,recognition,4482
2021-02-27,features,2709
2021-02-27,children,2604
2021-02-27,network,2145
2021-02-27,speaker,2137
2021-02-27,noise,2132
2021-02-27,hearing,2063
2021-02-27,patients,1984
2021-02-28,recognition,4493
